0.48696,0.54682,1
0.55454,-0.092286,1
0.77939,-0.29413,1
-0.53526,0.67213,1
0.28912,-0.75591,0
0.44259,0.72529,1
0.49575,-0.59443,0
0.59705,-0.6054,1
0.69973,-0.17273,1
-0.59375,0.51872,0
0.66495,0.82184,0
-0.75597,0.085366,0
-0.16443,0.062514,1
0.8012,-0.16052,1
-0.36636,0.85232,0
-0.6027,0.20003,1
-0.27256,-0.42168,1
-0.13282,-0.4679,0
-0.5774,-0.047053,0
-0.25769,-0.74272,0
-0.44872,-0.1329,0
0.012722,0.45975,1
0.034559,-0.3974,1
0.68695,-0.092103,1
-0.51545,0.12953,1
0.67177,0.44274,1
-0.27123,-0.13658,1
0.96381,-0.26516,1
0.40018,-0.0071577,1
-0.40322,0.016375,1
-0.4207,-0.59859,0
0.50151,0.76519,0
-0.56396,0.38597,1
-0.36636,-0.15047,0
0.31116,-0.83009,0
0.89037,0.63852,0
0.699,0.050915,1
-0.55936,0.79425,0
-0.25638,-0.39152,0
0.99889,-0.48345,0
-0.19141,-0.30661,1
0.5223,0.22398,1
-0.57954,0.14877,0
0.47508,-0.28369,1
0.61929,0.30051,0
-0.18371,0.48345,1
0.64774,-0.17348,1
0.013411,0.94039,0
0.27525,0.82344,0
-0.73976,0.59273,0
0.26816,0.57526,1
0.042041,-0.69783,0
0.90485,-0.50856,0
0.69147,0.32225,1
0.919,0.058873,0
1.0864,0.28499,0
0.68587,-0.69651,0
-0.18486,-0.063109,1
0.085808,0.96273,0
0.33483,-0.62807,1
0.58341,0.32222,1
-0.30148,-0.48931,0
-0.63741,-0.23754,0
-0.41231,-0.41259,0
0.81858,-0.046521,1
-0.080882,-0.72687,0
-0.22631,0.29438,1
0.93187,0.18201,0
0.70712,-0.54901,0
-0.2145,-0.66305,0
0.50143,-0.37469,1
1.0007,-0.0055086,0
-0.067643,-0.61072,0
0.63173,-0.47779,1
0.91957,-0.38071,0
-0.2079,0.89802,0
-0.081067,0.86429,0
0.3547,-0.20825,1
0.59754,0.60242,0
-0.76986,0.28939,0
0.53854,0.16741,1
-0.14049,0.64486,1
0.54511,-0.13919,1
0.0051952,-0.59364,1
0.70885,-0.40279,0
0.7295,0.61691,0
0.82329,0.39797,0
0.7796,0.10216,0
0.31312,-0.36286,1
-0.52137,0.52887,1
0.16015,0.62664,1
-0.4108,0.22801,1
1.1086,-0.080592,0
0.46661,-0.51198,1
-0.062172,-0.29077,0
-0.029229,0.63149,0
-0.24374,0.64074,1
0.57566,0.1372,1
0.53818,-0.71936,0
